지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),습도(%),일조(hr),일사(MJ/m2),전운량(10분위)
106,동해,2024-04-02 20:00,10.3,,4.8,83,,,10
106,동해,2024-04-02 21:00,10,,3.5,85,,,8
106,동해,2024-04-02 22:00,9.3,,1.4,86,,,7
106,동해,2024-04-02 23:00,8.4,,1.2,91,,,7
106,동해,2024-04-03 00:00,8.5,,1.1,92,,,8
106,동해,2024-04-03 01:00,8,,1.1,92,,,7
106,동해,2024-04-03 02:00,8.1,,.8,92,,,10
106,동해,2024-04-03 03:00,8,,.8,93,,,10
106,동해,2024-04-03 04:00,8.6,,2.2,89,,,10
106,동해,2024-04-03 05:00,8.7,,2.3,84,,,10
106,동해,2024-04-03 06:00,8.8,,.7,84,,,10
106,동해,2024-04-03 07:00,8.6,,2.6,88,0,,10
106,동해,2024-04-03 08:00,8.5,.3,2.7,88,0,,10
106,동해,2024-04-03 09:00,8.5,.3,2.1,89,0,,10
106,동해,2024-04-03 10:00,8.8,.1,1.9,86,0,,10
106,동해,2024-04-03 11:00,8.8,.5,1.6,87,0,,10
106,동해,2024-04-03 12:00,9.2,1.5,2.2,90,0,,10
106,동해,2024-04-03 13:00,9.5,.7,2.5,91,0,,10
106,동해,2024-04-03 14:00,9.1,.3,3.4,87,0,,10
106,동해,2024-04-03 15:00,8.9,,3.2,80,0,,10
106,동해,2024-04-03 16:00,9.1,,2.5,78,0,,10
106,동해,2024-04-03 17:00,9.2,,1.6,76,0,,9
106,동해,2024-04-03 18:00,8.9,,1.8,81,0,,10
106,동해,2024-04-03 19:00,8.9,,2.4,74,0,,9
106,동해,2024-04-03 20:00,9,,1.5,74,,,9
106,동해,2024-04-03 21:00,9.3,,1.8,74,,,9
106,동해,2024-04-03 22:00,9.3,,.9,75,,,9
106,동해,2024-04-03 23:00,9.2,,2.9,72,,,7
106,동해,2024-04-04 00:00,9,,2.3,77,,,7
106,동해,2024-04-04 01:00,9,,2.1,77,,,9
106,동해,2024-04-04 02:00,8.9,,1.6,78,,,9
106,동해,2024-04-04 03:00,9,,2.1,76,,,8
106,동해,2024-04-04 04:00,9,,2.1,74,,,10
106,동해,2024-04-04 05:00,8.9,,.4,74,,,10
106,동해,2024-04-04 06:00,9,,3.4,73,,,10
106,동해,2024-04-04 07:00,9.1,,3.3,75,0,,9
106,동해,2024-04-04 08:00,10.4,,2.4,63,0,,9
106,동해,2024-04-04 09:00,11.5,,3.2,54,0,,8
106,동해,2024-04-04 10:00,11.9,,4.6,56,0,,9
106,동해,2024-04-04 11:00,12.2,,4.5,49,0,,9
106,동해,2024-04-04 12:00,12.1,,2.6,53,0,,9
106,동해,2024-04-04 13:00,13,,3.2,49,0,,8
106,동해,2024-04-04 14:00,12.7,,5.4,55,.3,,8
106,동해,2024-04-04 15:00,11.7,,5.7,58,0,,8
106,동해,2024-04-04 16:00,11.6,,4.1,61,0,,9
106,동해,2024-04-04 17:00,11.7,,3.1,59,.1,,9
106,동해,2024-04-04 18:00,11,,2.6,63,0,,7
106,동해,2024-04-04 19:00,10.4,,1.1,61,0,,8
106,동해,2024-04-04 20:00,10.7,,2,60,,,7
106,동해,2024-04-04 21:00,9.8,,1.1,65,,,7
106,동해,2024-04-04 22:00,8.4,,1.3,73,,,6
106,동해,2024-04-04 23:00,7.8,,1.4,77,,,8
106,동해,2024-04-05 00:00,7.3,,2,79,,,7
106,동해,2024-04-05 01:00,6.5,,1.6,82,,,7
106,동해,2024-04-05 02:00,6.8,,2,79,,,7
106,동해,2024-04-05 03:00,7,,1.5,79,,,7
106,동해,2024-04-05 04:00,6.7,,1.8,77,,,7
106,동해,2024-04-05 05:00,6.3,,1.2,80,,,8
106,동해,2024-04-05 06:00,6.4,,1.8,76,,,7
106,동해,2024-04-05 07:00,6.6,,1.7,78,0,,7
106,동해,2024-04-05 08:00,10.2,,.9,63,.8,,6
106,동해,2024-04-05 09:00,13.2,,1.8,54,1,,0
106,동해,2024-04-05 10:00,13.3,,4.8,60,1,,1
106,동해,2024-04-05 11:00,13.2,,4.5,63,.5,,7
106,동해,2024-04-05 12:00,13.6,,7.4,53,1,,5
106,동해,2024-04-05 13:00,14,,7.4,47,.9,,3
106,동해,2024-04-05 14:00,13.5,,7.7,50,1,,4
106,동해,2024-04-05 15:00,13.7,,8.3,50,1,,3
106,동해,2024-04-05 16:00,13.4,,7.4,55,1,,1
106,동해,2024-04-05 17:00,13.8,,4.1,55,.8,,3
106,동해,2024-04-05 18:00,13.6,,1.3,58,.5,,2
106,동해,2024-04-05 19:00,11.4,,.5,69,0,,0
106,동해,2024-04-05 20:00,10.6,,1.1,71,,,0
106,동해,2024-04-05 21:00,10,,2.2,72,,,0
106,동해,2024-04-05 22:00,9.7,,2.2,73,,,0
106,동해,2024-04-05 23:00,9.3,,1.7,75,,,0
106,동해,2024-04-06 00:00,9.1,,1.3,74,,,4
106,동해,2024-04-06 01:00,10,,2.3,72,,,5
106,동해,2024-04-06 02:00,11.6,,1.9,66,,,6
106,동해,2024-04-06 03:00,11.1,,1.8,69,,,6
106,동해,2024-04-06 04:00,10.8,,1.3,70,,,4
106,동해,2024-04-06 05:00,10.8,,.5,67,,,0
106,동해,2024-04-06 06:00,10,,1,69,,,0
106,동해,2024-04-06 07:00,9.8,,1.9,71,0,,0
106,동해,2024-04-06 08:00,14.2,,1.7,55,1,,0
106,동해,2024-04-06 09:00,17.8,,1.5,45,1,,0
106,동해,2024-04-06 10:00,16.8,,2.4,48,1,,7
106,동해,2024-04-06 11:00,16.7,,2.3,49,.8,,8
106,동해,2024-04-06 12:00,17.9,,2.9,46,.9,,7
106,동해,2024-04-06 13:00,18.2,,2.5,43,1,,8
106,동해,2024-04-06 14:00,17.4,,1.5,63,1,,8
106,동해,2024-04-06 15:00,17.2,,3.7,49,1,,8
106,동해,2024-04-06 16:00,18.8,,.9,42,.7,,8
106,동해,2024-04-06 17:00,18.5,,.7,51,.9,,7
106,동해,2024-04-06 18:00,18.5,,.6,52,.1,,8
106,동해,2024-04-06 19:00,16.2,,1.5,53,0,,0
106,동해,2024-04-06 20:00,18,,2.5,35,,,0
106,동해,2024-04-06 21:00,16.6,,1.6,39,,,0
106,동해,2024-04-06 22:00,15.6,,2.4,40,,,0
106,동해,2024-04-06 23:00,15.1,,1.6,41,,,0
106,동해,2024-04-07 00:00,14.6,,1.7,41,,,0
106,동해,2024-04-07 01:00,13.7,,1.5,45,,,0
106,동해,2024-04-07 02:00,14.1,,1.5,43,,,0
106,동해,2024-04-07 03:00,13.9,,1.1,43,,,6
106,동해,2024-04-07 04:00,13.7,,1.1,44,,,0
106,동해,2024-04-07 05:00,13.9,,2.4,43,,,6
106,동해,2024-04-07 06:00,14,,3,40,,,0
106,동해,2024-04-07 07:00,14.2,,2,45,0,,4
106,동해,2024-04-07 08:00,18.4,,1.4,37,1,,0
106,동해,2024-04-07 09:00,21.7,,1.7,32,1,,0
106,동해,2024-04-07 10:00,21.3,,1.3,33,1,,0
106,동해,2024-04-07 11:00,20.1,,2.6,33,1,,0
106,동해,2024-04-07 12:00,20.5,,4.6,32,1,,0
106,동해,2024-04-07 13:00,21.5,,5,25,1,,0
106,동해,2024-04-07 14:00,,,,,,,0
106,동해,2024-04-07 15:00,,,,,,,0
106,동해,2024-04-07 16:00,,,,,,,0
106,동해,2024-04-07 17:00,,,,,,,0
106,동해,2024-04-07 18:00,,,,,,,0
106,동해,2024-04-07 19:00,,,,,,,0
106,동해,2024-04-07 20:00,,,,,,,4
106,동해,2024-04-07 21:00,,,,,,,0
106,동해,2024-04-07 22:00,,,,,,,0
106,동해,2024-04-07 23:00,,,,,,,6
106,동해,2024-04-08 00:00,,,,,,,6
106,동해,2024-04-08 01:00,,,,,,,8
106,동해,2024-04-08 02:00,,,,,,,8
106,동해,2024-04-08 03:00,,,,,,,6
106,동해,2024-04-08 04:00,,,,,,,8
106,동해,2024-04-08 05:00,,,,,,,10
106,동해,2024-04-08 06:00,,,,,,,8
106,동해,2024-04-08 07:00,14.4,,2.6,46,,,7
106,동해,2024-04-08 08:00,17.8,,1.7,42,.6,,4
106,동해,2024-04-08 09:00,21.1,,1.1,33,1,,7
106,동해,2024-04-08 10:00,17.8,,1.6,53,.4,,9
106,동해,2024-04-08 11:00,20.5,,1.5,38,.9,,7
106,동해,2024-04-08 12:00,19.6,,1.6,38,1,,8
106,동해,2024-04-08 13:00,20.6,,1.9,36,1,,6
106,동해,2024-04-08 14:00,20.5,,1.2,35,1,,7
106,동해,2024-04-08 15:00,20.4,,2.1,31,1,,9
106,동해,2024-04-08 16:00,20.8,,.3,30,.2,,9
106,동해,2024-04-08 17:00,18.1,,2.1,39,0,,10
106,동해,2024-04-08 18:00,17.7,,.7,39,0,,10
106,동해,2024-04-08 19:00,16.8,,.9,43,0,,10
106,동해,2024-04-08 20:00,15.4,,2.5,57,,,10
106,동해,2024-04-08 21:00,14.5,,6.3,72,,,10
106,동해,2024-04-08 22:00,12.9,,5.7,73,,,9
106,동해,2024-04-08 23:00,12.4,,5.9,69,,,9
106,동해,2024-04-09 00:00,11.8,,5,70,,,10
106,동해,2024-04-09 01:00,11.1,,4.9,69,,,9
106,동해,2024-04-09 02:00,11.2,,3.4,65,,,8
106,동해,2024-04-09 03:00,10.5,,6.2,63,,,8
106,동해,2024-04-09 04:00,10.1,,5.1,58,,,5
106,동해,2024-04-09 05:00,9.7,,5.9,55,,,0
106,동해,2024-04-09 06:00,9,,5.8,50,0,,0
106,동해,2024-04-09 07:00,9,,5.1,49,.1,,0
106,동해,2024-04-09 08:00,9.5,,7.8,48,1,,3
106,동해,2024-04-09 09:00,10.4,,6.2,44,1,,2
106,동해,2024-04-09 10:00,9.9,,9.4,44,1,,4
106,동해,2024-04-09 11:00,11.3,,6.2,45,1,,4
106,동해,2024-04-09 12:00,10.4,,7.8,45,.9,,4
106,동해,2024-04-09 13:00,10.1,,8.1,47,1,,4
106,동해,2024-04-09 14:00,10.5,,7.1,46,1,,1
106,동해,2024-04-09 15:00,10.4,,5.1,48,1,,1
106,동해,2024-04-09 16:00,10.4,,4.9,47,1,,0
106,동해,2024-04-09 17:00,9.3,,3.5,52,1,,0
106,동해,2024-04-09 18:00,8.6,,2.9,52,.8,,0
106,동해,2024-04-09 19:00,6.7,,1.1,60,.1,,0
106,동해,2024-04-09 20:00,5.8,,1.3,64,,,0
106,동해,2024-04-09 21:00,5,,1.6,68,,,0
106,동해,2024-04-09 22:00,4.2,,1.5,73,,,0
106,동해,2024-04-09 23:00,4.5,,2.3,71,,,0
106,동해,2024-04-10 00:00,4.6,,2.5,71,,,0
106,동해,2024-04-10 01:00,3.9,,2.5,75,,,0
106,동해,2024-04-10 02:00,2.9,,1,79,,,3
106,동해,2024-04-10 03:00,2.4,,1.5,82,,,0
106,동해,2024-04-10 04:00,2.9,,2.3,76,,,2
106,동해,2024-04-10 05:00,2.4,,1.7,75,,,0
106,동해,2024-04-10 06:00,2.2,,1.9,74,0,,0
106,동해,2024-04-10 07:00,3.6,,1.9,67,.1,,0
106,동해,2024-04-10 08:00,7.7,,.3,45,1,,2
106,동해,2024-04-10 09:00,11.3,,.9,36,1,,3
106,동해,2024-04-10 10:00,13.3,,3,38,1,,0
106,동해,2024-04-10 11:00,13.9,,5.3,52,1,,4
106,동해,2024-04-10 12:00,14.6,,5.3,57,1,,7
106,동해,2024-04-10 13:00,14.2,,6.6,58,1,,7
106,동해,2024-04-10 14:00,15.7,,4.1,53,1,,7
106,동해,2024-04-10 15:00,14.6,,6,61,1,,7
106,동해,2024-04-10 16:00,13.9,,5.2,69,.8,,8
106,동해,2024-04-10 17:00,13.9,,2.5,69,.2,,8
106,동해,2024-04-10 18:00,14,,.8,70,0,,8
106,동해,2024-04-10 19:00,13,,.2,76,0,,8
106,동해,2024-04-10 20:00,12.1,,0,83,,,8
106,동해,2024-04-10 21:00,11.8,,.9,83,,,8
106,동해,2024-04-10 22:00,11.9,,.4,80,,,8
106,동해,2024-04-10 23:00,11.6,,.3,83,,,9
106,동해,2024-04-11 00:00,11.5,,.5,80,,,9
106,동해,2024-04-11 01:00,11.4,,1.3,78,,,8
106,동해,2024-04-11 02:00,10.9,,.4,82,,,8
106,동해,2024-04-11 03:00,11.4,,1.7,70,,,9
106,동해,2024-04-11 04:00,12,,.8,65,,,10
106,동해,2024-04-11 05:00,11.2,,.6,72,,,9
106,동해,2024-04-11 06:00,11.9,,1,65,0,,10
106,동해,2024-04-11 07:00,12,,.3,68,0,,9
106,동해,2024-04-11 08:00,13.8,,.8,68,0,,10
106,동해,2024-04-11 09:00,15.9,,.8,58,0,,9
106,동해,2024-04-11 10:00,17.7,,.1,50,0,,10
106,동해,2024-04-11 11:00,18.9,,1.2,40,0,,10
106,동해,2024-04-11 12:00,16.2,,1.4,56,0,,10
106,동해,2024-04-11 13:00,16.5,,2.3,59,0,,10
106,동해,2024-04-11 14:00,17.7,,1.3,53,0,,10
106,동해,2024-04-11 15:00,18.2,,2.1,48,.1,,10
106,동해,2024-04-11 16:00,17.6,,3.4,50,.7,,7
106,동해,2024-04-11 17:00,17.9,,3.8,49,.9,,6
106,동해,2024-04-11 18:00,15,,1.7,67,.5,,6
106,동해,2024-04-11 19:00,15.1,,.9,60,0,,9
106,동해,2024-04-11 20:00,14.9,,1.1,59,,,8
106,동해,2024-04-11 21:00,14.2,,1.2,61,,,0
106,동해,2024-04-11 22:00,13.3,,1.6,63,,,0
106,동해,2024-04-11 23:00,12.4,,1.1,68,,,0
106,동해,2024-04-12 00:00,12.5,,1.7,67,,,0
106,동해,2024-04-12 01:00,11.5,,2.5,73,,,0
106,동해,2024-04-12 02:00,10.5,,2.3,76,,,0
106,동해,2024-04-12 03:00,10.6,,2.2,77,,,0
106,동해,2024-04-12 04:00,10.5,,.1,79,,,0
106,동해,2024-04-12 05:00,11.8,,2.5,71,,,0
106,동해,2024-04-12 06:00,11.7,,3,71,0,,0
106,동해,2024-04-12 07:00,13.3,,2.4,65,.1,,0
106,동해,2024-04-12 08:00,17.1,,1.3,56,1,,0
106,동해,2024-04-12 09:00,19.2,,1.1,49,1,,0
106,동해,2024-04-12 10:00,18.9,,1.4,57,1,,0
106,동해,2024-04-12 11:00,19.4,,1.3,58,1,,0
106,동해,2024-04-12 12:00,19.3,,1.6,58,1,,0
106,동해,2024-04-12 13:00,20.3,,2,50,1,,0
106,동해,2024-04-12 14:00,20.2,,1.7,52,1,,0
106,동해,2024-04-12 15:00,19.4,,1.4,57,1,,0
106,동해,2024-04-12 16:00,18.4,,2.3,56,1,,0
106,동해,2024-04-12 17:00,20.5,,1.2,48,1,,0
106,동해,2024-04-12 18:00,17.3,,1.2,67,1,,0
106,동해,2024-04-12 19:00,15.5,,2.4,76,.2,,0
106,동해,2024-04-12 20:00,14.5,,.5,84,,,0
106,동해,2024-04-12 21:00,15.3,,1.9,70,,,0
106,동해,2024-04-12 22:00,14.9,,1.2,65,,,0
106,동해,2024-04-12 23:00,15.7,,1.6,58,,,0
106,동해,2024-04-13 00:00,15.4,,1.9,60,,,0
106,동해,2024-04-13 01:00,15.5,,1.9,59,,,0
106,동해,2024-04-13 02:00,15.1,,1.7,61,,,0
106,동해,2024-04-13 03:00,15.1,,2.5,59,,,0
106,동해,2024-04-13 04:00,16,,2.9,54,,,0
106,동해,2024-04-13 05:00,15.9,,2.7,53,,,0
106,동해,2024-04-13 06:00,14.5,,2.4,58,0,,0
106,동해,2024-04-13 07:00,16.5,,2,54,.2,,0
106,동해,2024-04-13 08:00,18.3,,1.8,55,1,,0
106,동해,2024-04-13 09:00,18.7,,4.6,55,1,,0
106,동해,2024-04-13 10:00,20.1,,1.9,47,1,,5
106,동해,2024-04-13 11:00,22.8,,1.5,38,1,,0
106,동해,2024-04-13 12:00,21.4,,1.7,44,1,,0
106,동해,2024-04-13 13:00,22.6,,2,41,1,,0
106,동해,2024-04-13 14:00,22.4,,2,40,1,,0
106,동해,2024-04-13 15:00,21.4,,2.8,45,1,,0
106,동해,2024-04-13 16:00,21.2,,1.7,54,1,,0
106,동해,2024-04-13 17:00,19.3,,1.3,64,1,,0
106,동해,2024-04-13 18:00,18.8,,2.7,63,.9,,0
106,동해,2024-04-13 19:00,17.4,,1.7,66,.1,,0
106,동해,2024-04-13 20:00,17,,1.2,71,,,0
106,동해,2024-04-13 21:00,16.7,,.5,68,,,0
106,동해,2024-04-13 22:00,15.4,,.7,75,,,0
106,동해,2024-04-13 23:00,15,,1.6,71,,,0
106,동해,2024-04-14 00:00,14.9,,1.4,69,,,0
106,동해,2024-04-14 01:00,14.1,,0,72,,,0
106,동해,2024-04-14 02:00,13.4,,1.6,77,,,0
106,동해,2024-04-14 03:00,14.1,,1.3,70,,,0
106,동해,2024-04-14 04:00,15.4,,0,60,,,0
106,동해,2024-04-14 05:00,14.8,,.5,64,,,0
106,동해,2024-04-14 06:00,13.5,,1.9,65,0,,0
106,동해,2024-04-14 07:00,14.1,,.8,70,.3,,0
106,동해,2024-04-14 08:00,19.3,,1.3,48,1,,0
106,동해,2024-04-14 09:00,22.7,,1.4,37,1,,0
106,동해,2024-04-14 10:00,20.7,,1.5,46,1,,0
106,동해,2024-04-14 11:00,20,,1.5,51,1,,0
106,동해,2024-04-14 12:00,21.8,,1.4,48,1,,0
106,동해,2024-04-14 13:00,22,,1.6,50,1,,0
106,동해,2024-04-14 14:00,20.1,,3.1,52,1,,3
106,동해,2024-04-14 15:00,19,,3.6,60,1,,3
106,동해,2024-04-14 16:00,18.3,,3.6,70,1,,0
106,동해,2024-04-14 17:00,19,,2.3,64,1,,5
106,동해,2024-04-14 18:00,17.9,,1.1,60,.8,,3
106,동해,2024-04-14 19:00,15.8,,2.4,70,.1,,6
106,동해,2024-04-14 20:00,14.6,,2.2,72,,,6
106,동해,2024-04-14 21:00,14.6,,1.1,78,,,6
106,동해,2024-04-14 22:00,14.2,,.4,79,,,6
106,동해,2024-04-14 23:00,13.9,,.2,80,,,8
106,동해,2024-04-15 00:00,15.6,,1.4,65,,,8
106,동해,2024-04-15 01:00,15.3,,1,61,,,10
106,동해,2024-04-15 02:00,18.1,,1.7,47,,,10
106,동해,2024-04-15 03:00,15,,1.1,59,,,9
106,동해,2024-04-15 04:00,16.4,,1.2,51,,,9
106,동해,2024-04-15 05:00,13.9,,1.7,66,,,9
106,동해,2024-04-15 06:00,13.1,,0,67,0,,8
106,동해,2024-04-15 07:00,14.1,,.4,68,0,,6
106,동해,2024-04-15 08:00,14.9,,1.6,69,.4,,10
106,동해,2024-04-15 09:00,15.1,,1.9,72,0,,10
106,동해,2024-04-15 10:00,17.1,,.5,70,0,,10
106,동해,2024-04-15 11:00,17,,1.8,76,0,,10
106,동해,2024-04-15 12:00,16,0,.7,82,0,,10
106,동해,2024-04-15 13:00,15.6,.2,1.7,88,0,,10
106,동해,2024-04-15 14:00,15.3,.2,2,91,0,,10
106,동해,2024-04-15 15:00,14.5,.1,.8,90,0,,10
106,동해,2024-04-15 16:00,14.5,.1,1.9,90,0,,10
106,동해,2024-04-15 17:00,16.1,.4,1.2,90,.1,,9
106,동해,2024-04-15 18:00,17.3,,.2,83,.3,,7
106,동해,2024-04-15 19:00,14.4,,2.8,90,0,,0
106,동해,2024-04-15 20:00,14.4,,1.7,93,,,0
106,동해,2024-04-15 21:00,14.1,,1.6,96,,,0
106,동해,2024-04-15 22:00,14.7,,2,93,,,0
106,동해,2024-04-15 23:00,12.4,,2.1,93,,,0
106,동해,2024-04-16 00:00,15,,1.6,84,,,0
106,동해,2024-04-16 01:00,14.1,,.6,85,,,0
106,동해,2024-04-16 02:00,14.3,,1.8,80,,,0
106,동해,2024-04-16 03:00,14.3,,1.8,77,,,0
106,동해,2024-04-16 04:00,14.3,,1.3,73,,,0
106,동해,2024-04-16 05:00,15.1,,1.7,69,,,1
106,동해,2024-04-16 06:00,16.3,,4.3,65,0,,7
106,동해,2024-04-16 07:00,16.3,,2.6,66,0,,6
106,동해,2024-04-16 08:00,17.9,,2.1,64,.2,,5
106,동해,2024-04-16 09:00,19.3,,1.8,57,.8,,8
106,동해,2024-04-16 10:00,19.4,,1.5,56,.4,,9
106,동해,2024-04-16 11:00,18.8,,2.7,56,.1,,9
106,동해,2024-04-16 12:00,21.2,,4.7,43,.7,,3
106,동해,2024-04-16 13:00,22.7,,4.3,35,.9,,3
106,동해,2024-04-16 14:00,23.3,,4.5,30,1,,0
106,동해,2024-04-16 15:00,22.9,,3.8,31,1,,1
106,동해,2024-04-16 16:00,21.6,,4,31,.6,,6
106,동해,2024-04-16 17:00,21.6,,4.9,30,.8,,0
106,동해,2024-04-16 18:00,20,,4.3,33,.4,,0
106,동해,2024-04-16 19:00,19.1,,5.4,34,0,,0
106,동해,2024-04-16 20:00,18.3,,3.9,37,0,,0
106,동해,2024-04-16 21:00,17.6,,2.6,40,,,0
106,동해,2024-04-16 22:00,16.9,,2,43,,,0
106,동해,2024-04-16 23:00,15.8,,2.1,49,,,0
106,동해,2024-04-17 00:00,16,,1.9,48,,,0
106,동해,2024-04-17 01:00,14.6,,1.6,54,,,0
106,동해,2024-04-17 02:00,14,,2.3,56,,,0
106,동해,2024-04-17 03:00,13.1,,2.5,59,,,0
106,동해,2024-04-17 04:00,12.2,,2,62,,,0
106,동해,2024-04-17 05:00,12.5,,2.3,61,,,0
106,동해,2024-04-17 06:00,12.3,,2.3,63,0,,0
106,동해,2024-04-17 07:00,13.4,,2,61,0,,0
106,동해,2024-04-17 08:00,16.4,,1.5,53,.5,,0
106,동해,2024-04-17 09:00,19.2,,1.6,45,1,,0
106,동해,2024-04-17 10:00,20.7,,1.6,37,1,,4
106,동해,2024-04-17 11:00,20.3,,2.7,37,1,,0
106,동해,2024-04-17 12:00,20,,1.9,40,1,,5
106,동해,2024-04-17 13:00,20.4,,1.5,40,1,,1
106,동해,2024-04-17 14:00,19.9,,2.2,44,1,,0
106,동해,2024-04-17 15:00,19.7,,1.1,46,1,,5
106,동해,2024-04-17 16:00,18.6,,2.2,47,1,,5
106,동해,2024-04-17 17:00,17.8,,1,56,.9,,5
106,동해,2024-04-17 18:00,16.4,,1.7,60,.3,,2
106,동해,2024-04-17 19:00,14.9,,1.8,67,0,,8
106,동해,2024-04-17 20:00,14.6,,1.9,66,0,,8
106,동해,2024-04-17 21:00,13.1,,.9,75,,,8
106,동해,2024-04-17 22:00,13,,1.8,71,,,8
106,동해,2024-04-17 23:00,12.9,,.4,70,,,5
106,동해,2024-04-18 00:00,11.4,,1.5,88,,,3
106,동해,2024-04-18 01:00,11.3,,1.9,78,,,0
106,동해,2024-04-18 02:00,10.8,,.1,79,,,0
106,동해,2024-04-18 03:00,10.1,,.7,86,,,0
106,동해,2024-04-18 04:00,10.3,,1.8,89,,,0
106,동해,2024-04-18 05:00,9.6,,1.2,86,,,0
106,동해,2024-04-18 06:00,9.3,,1.7,88,0,0,0
106,동해,2024-04-18 07:00,10.6,,1.8,82,.1,.23,0
106,동해,2024-04-18 08:00,14.6,,.4,68,1,.88,0
106,동해,2024-04-18 09:00,15.1,,2,65,1,1.63,0
106,동해,2024-04-18 10:00,16.4,,2.3,68,1,2.28,0
106,동해,2024-04-18 11:00,17.4,,1.4,68,1,2.83,0
106,동해,2024-04-18 12:00,17.6,,2.1,70,1,3.14,0
106,동해,2024-04-18 13:00,18.2,,1.7,73,1,3.23,0
106,동해,2024-04-18 14:00,18.2,,2.2,75,1,3.05,0
106,동해,2024-04-18 15:00,18.7,,1.1,71,1,2.64,0
106,동해,2024-04-18 16:00,17.8,,1.6,76,1,2.07,0
106,동해,2024-04-18 17:00,17.2,,1.1,75,1,1.37,0
106,동해,2024-04-18 18:00,15.9,,1.7,75,.8,.65,0
106,동해,2024-04-18 19:00,14.3,,.1,79,0,.14,0
106,동해,2024-04-18 20:00,14,,1.2,79,0,0,0
106,동해,2024-04-18 21:00,12.8,,1.1,81,,,0
106,동해,2024-04-18 22:00,12.8,,1.6,81,,,0
106,동해,2024-04-18 23:00,12.9,,1.9,77,,,0
106,동해,2024-04-19 00:00,12.6,,.8,72,,,0
106,동해,2024-04-19 01:00,12.6,,2.5,66,,,0
106,동해,2024-04-19 02:00,14.9,,1.9,58,,,0
106,동해,2024-04-19 03:00,16.1,,1.6,52,,,0
106,동해,2024-04-19 04:00,17,,.9,47,,,0
106,동해,2024-04-19 05:00,16.3,,1.7,50,,,0
106,동해,2024-04-19 06:00,15.3,,1.1,51,0,0,0
106,동해,2024-04-19 07:00,16,,1.5,51,.5,.27,0
106,동해,2024-04-19 08:00,20.2,,.3,46,1,1,0
106,동해,2024-04-19 09:00,23.2,,1.6,29,1,1.71,0
106,동해,2024-04-19 10:00,25.8,,1.2,22,1,2.33,0
106,동해,2024-04-19 11:00,25.8,,1.8,28,1,2.83,0
106,동해,2024-04-19 12:00,22.7,,1.6,37,1,3.09,0
106,동해,2024-04-19 13:00,22.7,,1.3,40,1,3.17,5
106,동해,2024-04-19 14:00,21.7,,1.8,48,1,2.81,4
106,동해,2024-04-19 15:00,21.7,,2.1,48,1,2.71,0
106,동해,2024-04-19 16:00,20.6,,4.6,58,1,2.13,4
106,동해,2024-04-19 17:00,19.5,,3.6,58,1,1.41,3
106,동해,2024-04-19 18:00,17.5,,2.2,62,.6,.57,6
106,동해,2024-04-19 19:00,15.3,,3.6,82,0,.13,8
106,동해,2024-04-19 20:00,14.3,,.1,84,0,0,8
106,동해,2024-04-19 21:00,14.3,,2.4,89,,,9
106,동해,2024-04-19 22:00,13.9,,3.5,91,,,9
106,동해,2024-04-19 23:00,13.2,,.1,91,,,9
106,동해,2024-04-20 00:00,12.7,,.5,94,,,9
106,동해,2024-04-20 01:00,12.6,,.2,95,,,9
106,동해,2024-04-20 02:00,12.9,,.1,92,,,8
106,동해,2024-04-20 03:00,12.7,,1.2,90,,,10
106,동해,2024-04-20 04:00,12.8,,1.7,89,,,9
106,동해,2024-04-20 05:00,12.8,,1.8,88,,,10
106,동해,2024-04-20 06:00,12.9,,2,89,0,0,10
106,동해,2024-04-20 07:00,13.2,,3.6,86,0,.05,10
106,동해,2024-04-20 08:00,13.9,,1.6,83,0,.21,10
106,동해,2024-04-20 09:00,14.2,,2.2,82,0,.25,10
106,동해,2024-04-20 10:00,13.7,0,3.7,88,0,.28,10
106,동해,2024-04-20 11:00,13.9,.3,3.6,88,0,.49,10
106,동해,2024-04-20 12:00,13.6,.9,3,93,0,.39,10
106,동해,2024-04-20 13:00,13.6,1,2.6,93,0,.76,10
106,동해,2024-04-20 14:00,13.5,.3,4.1,92,0,.78,10
106,동해,2024-04-20 15:00,13.5,.8,3.8,94,0,.65,10
106,동해,2024-04-20 16:00,13.3,.8,3.2,93,0,.48,10
106,동해,2024-04-20 17:00,13.1,1,1.2,94,0,.24,10
106,동해,2024-04-20 18:00,13.1,1,.7,95,0,.1,10
106,동해,2024-04-20 19:00,12.8,1.5,.6,95,0,.02,10
106,동해,2024-04-20 20:00,12.8,2.7,2.3,96,0,0,10
106,동해,2024-04-20 21:00,12.8,2.2,2.6,96,,,10
106,동해,2024-04-20 22:00,12.8,1.3,2.2,96,,,9
106,동해,2024-04-20 23:00,12.8,.9,1.9,97,,,10
106,동해,2024-04-21 00:00,12.8,.5,3.1,97,,,10
106,동해,2024-04-21 01:00,13,.2,1.8,97,,,9
106,동해,2024-04-21 02:00,13,.5,1.3,97,,,10
106,동해,2024-04-21 03:00,13,,1.6,94,,,8
106,동해,2024-04-21 04:00,13,,3,96,,,10
106,동해,2024-04-21 05:00,12.8,.3,2.2,97,,,10
106,동해,2024-04-21 06:00,12.8,.4,2.7,97,0,0,10
106,동해,2024-04-21 07:00,13,1.9,2.3,98,0,.02,10
106,동해,2024-04-21 08:00,13.2,2.8,3.5,97,0,.05,10
