지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),습도(%),일조(hr),일사(MJ/m2),전운량(10분위)
106,동해,2024-06-30 01:00,20.9,1.7,1.7,96,,,10
106,동해,2024-06-30 02:00,21,1.4,.9,96,,,10
106,동해,2024-06-30 03:00,20.8,.2,.8,96,,,10
106,동해,2024-06-30 04:00,21.5,,.7,96,,,10
106,동해,2024-06-30 05:00,22,,1.1,97,,,10
106,동해,2024-06-30 06:00,21.1,,1.6,96,0,.04,10
106,동해,2024-06-30 07:00,21.5,,1.1,95,0,.18,10
106,동해,2024-06-30 08:00,21.5,,1.7,91,0,.4,10
106,동해,2024-06-30 09:00,21.5,,1.2,93,0,.42,9
106,동해,2024-06-30 10:00,24,,.9,91,0,.67,10
106,동해,2024-06-30 11:00,27,,3,80,0,.62,9
106,동해,2024-06-30 12:00,29.1,,3.3,66,0,1.02,9
106,동해,2024-06-30 13:00,28.6,,2,63,0,1.51,9
106,동해,2024-06-30 14:00,24.2,,6.2,81,0,1.09,8
106,동해,2024-06-30 15:00,23.8,,5.4,83,.1,1,8
106,동해,2024-06-30 16:00,25.3,,5.1,78,.4,1.24,8
106,동해,2024-06-30 17:00,24.9,,5.1,78,.8,1.88,8
106,동해,2024-06-30 18:00,21.7,,1.7,90,.1,.64,6
106,동해,2024-06-30 19:00,22.3,,2.2,89,0,.17,8
106,동해,2024-06-30 20:00,21.9,,.7,89,0,.03,2
106,동해,2024-06-30 21:00,21.6,,2.1,91,,,3
106,동해,2024-06-30 22:00,21.5,,1.8,92,,,7
106,동해,2024-06-30 23:00,20.6,,1.4,95,,,7
106,동해,2024-07-01 00:00,20.3,,.7,96,,,7
106,동해,2024-07-01 01:00,20,,1.4,97,,,7
106,동해,2024-07-01 02:00,19.5,,1.3,97,,,8
106,동해,2024-07-01 03:00,18.9,,.8,97,,,5
106,동해,2024-07-01 04:00,19.2,,1,98,,,0
106,동해,2024-07-01 05:00,19.1,,.8,97,,,0
106,동해,2024-07-01 06:00,20.1,,1.9,96,.1,.09,0
106,동해,2024-07-01 07:00,23.6,,1.4,84,1,.63,0
106,동해,2024-07-01 08:00,27.1,,1.5,69,1,1.33,2
106,동해,2024-07-01 09:00,25.8,,1.3,68,1,2.04,1
106,동해,2024-07-01 10:00,27.1,,2.9,61,1,2.64,2
106,동해,2024-07-01 11:00,25.8,,4.5,66,1,3.14,2
106,동해,2024-07-01 12:00,27.5,,3.1,63,1,3.42,2
106,동해,2024-07-01 13:00,27.6,,2.4,64,1,3.49,2
106,동해,2024-07-01 14:00,25.6,,2.2,71,1,3.34,3
106,동해,2024-07-01 15:00,25.8,,2,74,1,3,2
106,동해,2024-07-01 16:00,25.6,,1.8,74,1,2.51,3
106,동해,2024-07-01 17:00,25.4,,1.4,73,1,1.96,3
106,동해,2024-07-01 18:00,24.3,,.9,77,.1,.55,8
106,동해,2024-07-01 19:00,25,,.4,76,0,.3,8
106,동해,2024-07-01 20:00,23.3,,1.5,82,0,.05,4
106,동해,2024-07-01 21:00,23.6,,3.3,88,,,2
106,동해,2024-07-01 22:00,23.3,,2.4,88,,,4
106,동해,2024-07-01 23:00,22.9,,1.9,88,,,2
106,동해,2024-07-02 00:00,22.9,,1.7,87,,,6
106,동해,2024-07-02 01:00,22.6,,1.2,87,,,7
106,동해,2024-07-02 02:00,22,,1.3,90,,,6
106,동해,2024-07-02 03:00,22.2,,.7,89,,,8
106,동해,2024-07-02 04:00,22.3,,.4,89,,,10
106,동해,2024-07-02 05:00,22.2,,.6,89,,,9
106,동해,2024-07-02 06:00,22.3,,2.5,89,0,.04,10
106,동해,2024-07-02 07:00,22.6,,3,88,0,.14,10
106,동해,2024-07-02 08:00,22.7,,2.8,88,0,.25,10
106,동해,2024-07-02 09:00,22.5,0,2.9,91,0,.17,10
106,동해,2024-07-02 10:00,22.2,2,1.7,94,0,.13,10
106,동해,2024-07-02 11:00,22.4,1.8,2.5,94,0,.37,10
106,동해,2024-07-02 12:00,22.3,5.2,1.8,95,0,.24,10
106,동해,2024-07-02 13:00,22.6,5.1,2.1,94,0,.45,10
106,동해,2024-07-02 14:00,22.2,11.9,1.9,96,0,.24,10
106,동해,2024-07-02 15:00,21.9,10,1.2,96,0,.22,10
106,동해,2024-07-02 16:00,21.7,7.5,.8,96,0,.18,9
106,동해,2024-07-02 17:00,21.1,4.9,.6,96,0,.11,10
106,동해,2024-07-02 18:00,21.2,.8,1.4,96,0,.08,10
106,동해,2024-07-02 19:00,20.8,.1,1.7,96,0,.03,9
106,동해,2024-07-02 20:00,20.8,,1.1,95,0,.01,10
106,동해,2024-07-02 21:00,20.6,.1,.6,96,,,10
106,동해,2024-07-02 22:00,20.6,.2,.5,97,,,10
106,동해,2024-07-02 23:00,20.6,,.9,97,,,10
106,동해,2024-07-03 00:00,20.4,,1.2,97,,,10
106,동해,2024-07-03 01:00,20.4,,1.4,97,,,10
106,동해,2024-07-03 02:00,20.3,,1.1,97,,,10
106,동해,2024-07-03 03:00,20.3,,.8,97,,,10
106,동해,2024-07-03 04:00,20.5,,.7,97,,,10
106,동해,2024-07-03 05:00,20.7,,.9,98,,,10
106,동해,2024-07-03 06:00,21.2,0,1.4,97,0,.02,10
106,동해,2024-07-03 07:00,22.5,.2,2.4,97,0,.07,10
106,동해,2024-07-03 08:00,23.7,,1.8,97,0,.33,10
106,동해,2024-07-03 09:00,25.4,,1.2,91,0,.64,9
106,동해,2024-07-03 10:00,28.1,,2.3,69,0,1.12,10
106,동해,2024-07-03 11:00,29.9,,2.8,64,.5,2.08,9
106,동해,2024-07-03 12:00,29.7,,3.9,58,.1,1.9,9
106,동해,2024-07-03 13:00,29.5,,4.3,56,0,1.56,10
106,동해,2024-07-03 14:00,29.5,,4.3,56,0,1.13,9
106,동해,2024-07-03 15:00,29.3,,3,58,0,.92,9
106,동해,2024-07-03 16:00,29,,3.2,56,0,.78,9
106,동해,2024-07-03 17:00,29.3,,4.6,53,0,.63,9
106,동해,2024-07-03 18:00,28.5,,1.4,61,0,.46,9
106,동해,2024-07-03 19:00,28.3,,.9,62,0,.3,9
106,동해,2024-07-03 20:00,27.9,,.7,59,0,.15,10
106,동해,2024-07-03 21:00,27,,1.3,63,,,9
106,동해,2024-07-03 22:00,26.6,,2.1,64,,,8
106,동해,2024-07-03 23:00,25.8,,1.3,67,,,7
106,동해,2024-07-04 00:00,25.1,,1.7,71,,,0
106,동해,2024-07-04 01:00,24.7,,1.6,72,,,6
106,동해,2024-07-04 02:00,24.3,,1,73,,,7
106,동해,2024-07-04 03:00,24.8,,.8,69,,,9
106,동해,2024-07-04 04:00,25,,1.1,66,,,9
106,동해,2024-07-04 05:00,26.2,,1.4,61,,,9
106,동해,2024-07-04 06:00,27.1,,1.8,57,0,.22,7
106,동해,2024-07-04 07:00,28.6,,1.2,56,1,.88,7
106,동해,2024-07-04 08:00,29.7,,2,57,1,1.53,6
106,동해,2024-07-04 09:00,29.6,,2.4,56,1,2.2,7
106,동해,2024-07-04 10:00,29.3,,1.6,60,.1,1.1,8
106,동해,2024-07-04 11:00,28.6,,2.6,60,.3,1.42,6
106,동해,2024-07-04 12:00,31.5,,3.2,51,.9,3.14,0
106,동해,2024-07-04 13:00,32.3,,2.4,52,1,3.42,0
106,동해,2024-07-04 14:00,33.7,,1.6,45,1,3.32,3
106,동해,2024-07-04 15:00,32.4,,.8,53,1,2.83,3
106,동해,2024-07-04 16:00,31.9,,1.3,51,.9,2.32,0
106,동해,2024-07-04 17:00,31.3,,1.1,54,1,1.83,0
106,동해,2024-07-04 18:00,30.8,,.8,55,.8,.78,6
106,동해,2024-07-04 19:00,28,,1.2,64,.2,.33,6
106,동해,2024-07-04 20:00,26.9,,1.3,70,0,.03,8
106,동해,2024-07-04 21:00,25.3,,1.1,80,,,7
106,동해,2024-07-04 22:00,26,,.9,77,,,3
106,동해,2024-07-04 23:00,26,,1.3,77,,,1
106,동해,2024-07-05 00:00,26.2,,.9,75,,,0
106,동해,2024-07-05 01:00,25.4,,1.7,80,,,0
106,동해,2024-07-05 02:00,25.8,,1.4,78,,,8
106,동해,2024-07-05 03:00,25.7,1,1.8,84,,,9
106,동해,2024-07-05 04:00,27.4,,2.7,72,,,6
106,동해,2024-07-05 05:00,28.4,,3.2,62,,,6
106,동해,2024-07-05 06:00,29.5,,7.4,52,0,.11,0
106,동해,2024-07-05 07:00,29.1,,8.4,52,1,.72,0
106,동해,2024-07-05 08:00,29.2,,7.1,55,1,1.44,0
106,동해,2024-07-05 09:00,29.4,,10.9,53,1,2.1,0
106,동해,2024-07-05 10:00,30.1,,8.3,50,1,2.7,0
106,동해,2024-07-05 11:00,30.6,,7.3,50,1,3.16,0
106,동해,2024-07-05 12:00,30.3,,7.2,47,1,3.34,6
106,동해,2024-07-05 13:00,31.7,,3.9,48,1,3.04,7
106,동해,2024-07-05 14:00,31.8,,4.4,44,1,3.28,1
106,동해,2024-07-05 15:00,31.9,,3.2,47,.9,2.14,8
106,동해,2024-07-05 16:00,31.4,,4.9,43,1,2.24,7
106,동해,2024-07-05 17:00,30.2,,5.3,46,.7,1.28,8
106,동해,2024-07-05 18:00,28.3,,1.8,52,0,.58,8
106,동해,2024-07-05 19:00,28.4,,.8,53,0,.26,9
106,동해,2024-07-05 20:00,27.4,,1.9,52,0,.05,8
106,동해,2024-07-05 21:00,26.8,,2.6,55,,,8
106,동해,2024-07-05 22:00,27.2,,5,53,,,8
106,동해,2024-07-05 23:00,26.7,,2.4,57,,,8
106,동해,2024-07-06 00:00,26.3,,1.3,57,,,10
106,동해,2024-07-06 01:00,26.9,,2.6,53,,,9
106,동해,2024-07-06 02:00,25.3,,1.1,64,,,10
106,동해,2024-07-06 03:00,26.7,,.8,57,,,10
106,동해,2024-07-06 04:00,24.6,,.7,66,,,10
106,동해,2024-07-06 05:00,24.5,,1.8,70,,,10
106,동해,2024-07-06 06:00,24.6,,1.9,68,0,.03,10
106,동해,2024-07-06 07:00,22.9,2,1.1,89,0,.1,9
106,동해,2024-07-06 08:00,24.6,,1.1,83,.2,.7,9
106,동해,2024-07-06 09:00,25.6,,.5,77,0,.68,10
106,동해,2024-07-06 10:00,25.8,,1.3,78,0,1.09,10
106,동해,2024-07-06 11:00,25.9,,1.2,74,0,.84,10
106,동해,2024-07-06 12:00,27.8,,1.4,68,.3,1.86,8
106,동해,2024-07-06 13:00,25.6,,1.4,73,.5,1.95,10
106,동해,2024-07-06 14:00,25.3,,1.2,78,0,1.31,9
106,동해,2024-07-06 15:00,25.8,,.7,81,0,.94,10
106,동해,2024-07-06 16:00,25.8,,.9,78,0,.71,10
106,동해,2024-07-06 17:00,26.2,,2.2,79,0,.36,10
106,동해,2024-07-06 18:00,26.9,,1.8,79,.1,.35,10
106,동해,2024-07-06 19:00,31.5,,2.3,60,.5,.53,10
106,동해,2024-07-06 20:00,30.2,,1.4,63,0,.1,10
106,동해,2024-07-06 21:00,32,,3.2,55,,,10
106,동해,2024-07-06 22:00,32.1,,2.7,55,,,10
106,동해,2024-07-06 23:00,31.6,,3.1,57,,,10
106,동해,2024-07-07 00:00,32.2,,4.6,55,,,9
106,동해,2024-07-07 01:00,31.7,,2.4,56,,,10
106,동해,2024-07-07 02:00,26.8,1.1,2.2,86,,,9
106,동해,2024-07-07 03:00,26,1.9,2.2,93,,,9
106,동해,2024-07-07 04:00,25.6,,4.5,85,,,9
106,동해,2024-07-07 05:00,26.4,,4.3,62,,,10
106,동해,2024-07-07 06:00,26.6,,5.1,63,0,.08,9
106,동해,2024-07-07 07:00,27.6,,5.6,52,.2,.34,9
106,동해,2024-07-07 08:00,26.3,,1.7,61,0,.26,10
106,동해,2024-07-07 09:00,25.8,,1.2,65,0,.13,10
106,동해,2024-07-07 10:00,24.8,0,1.2,75,0,.21,10
106,동해,2024-07-07 11:00,25.8,,1.4,78,0,.78,10
106,동해,2024-07-07 12:00,25.3,,1.2,78,0,.86,10
106,동해,2024-07-07 13:00,26.5,,.7,76,0,.81,10
106,동해,2024-07-07 14:00,26.8,,2.8,70,0,1.4,8
106,동해,2024-07-07 15:00,27.3,,1.5,74,.1,1.28,10
106,동해,2024-07-07 16:00,28.4,,1.5,71,0,.79,10
106,동해,2024-07-07 17:00,28.2,,2.2,69,0,.42,10
106,동해,2024-07-07 18:00,28.3,,2.4,69,0,.4,9
106,동해,2024-07-07 19:00,28.4,,4.1,66,0,.19,10
106,동해,2024-07-07 20:00,27.4,0,1.6,72,0,.02,10
106,동해,2024-07-07 21:00,26.2,,1.2,80,,,10
106,동해,2024-07-07 22:00,25.9,,1.6,82,,,10
106,동해,2024-07-07 23:00,25.4,,1.1,86,,,10
106,동해,2024-07-08 00:00,24.5,,3.2,85,,,10
106,동해,2024-07-08 01:00,24,,.9,89,,,10
106,동해,2024-07-08 02:00,24,,1.3,90,,,10
106,동해,2024-07-08 03:00,24.1,,2.1,90,,,10
106,동해,2024-07-08 04:00,24.1,,4.3,88,,,10
106,동해,2024-07-08 05:00,23.6,0,1.6,92,,,10
106,동해,2024-07-08 06:00,23.9,0,1.3,90,0,.02,10
106,동해,2024-07-08 07:00,24.2,.2,1.4,92,0,.1,10
106,동해,2024-07-08 08:00,24.3,.7,1.5,94,0,.16,10
106,동해,2024-07-08 09:00,25,.4,.9,90,0,.24,10
106,동해,2024-07-08 10:00,24.6,.6,1,92,0,.22,10
106,동해,2024-07-08 11:00,23.8,.4,1,93,0,.26,10
106,동해,2024-07-08 12:00,24.7,.1,.7,92,0,.43,10
106,동해,2024-07-08 13:00,24.4,0,1.4,91,0,.54,10
106,동해,2024-07-08 14:00,24.3,0,2.5,90,0,.4,10
106,동해,2024-07-08 15:00,23.8,,1,90,0,.4,10
106,동해,2024-07-08 16:00,24.5,.2,1.6,92,0,.18,10
106,동해,2024-07-08 17:00,24.9,0,1.1,85,0,.27,9
106,동해,2024-07-08 18:00,23.9,.2,1.2,90,0,.14,10
106,동해,2024-07-08 19:00,23.8,,2.4,89,0,.05,10
106,동해,2024-07-08 20:00,23.2,,1.2,93,0,.03,10
106,동해,2024-07-08 21:00,23.1,.1,.7,94,,,10
106,동해,2024-07-08 22:00,22.8,4.4,2.4,95,,,10
106,동해,2024-07-08 23:00,22.8,12.9,.7,96,,,10
106,동해,2024-07-09 00:00,22.6,6,1.5,97,,,10
106,동해,2024-07-09 01:00,22.2,,.7,96,,,8
106,동해,2024-07-09 02:00,22.1,,1.6,97,,,0
106,동해,2024-07-09 03:00,22.1,,1.8,95,,,0
106,동해,2024-07-09 04:00,21.7,,.9,96,,,7
106,동해,2024-07-09 05:00,21.4,,1.4,97,,,7
106,동해,2024-07-09 06:00,22.1,,3.1,98,0,.03,9
106,동해,2024-07-09 07:00,22.7,,.8,97,0,.2,9
106,동해,2024-07-09 08:00,22.8,,1,95,0,.26,10
106,동해,2024-07-09 09:00,24.5,,1.3,92,0,.81,9
106,동해,2024-07-09 10:00,26.4,,.5,82,.6,1.72,9
106,동해,2024-07-09 11:00,27,,1.3,77,.3,1.81,9
106,동해,2024-07-09 12:00,26.2,,1.5,78,.3,1.84,10
106,동해,2024-07-09 13:00,25.8,,1.9,81,0,.95,10
106,동해,2024-07-09 14:00,25,0,.8,85,0,.47,10
106,동해,2024-07-09 15:00,23.9,0,1.2,91,0,.37,10
106,동해,2024-07-09 16:00,23.8,.4,.7,94,0,.24,10
106,동해,2024-07-09 17:00,24.1,0,1.5,95,0,.26,10
106,동해,2024-07-09 18:00,23.3,,1,95,0,.13,10
106,동해,2024-07-09 19:00,23.4,0,1.2,95,0,.04,10
106,동해,2024-07-09 20:00,23.4,,.6,95,0,.02,10
106,동해,2024-07-09 21:00,23.4,0,.9,95,,,10
106,동해,2024-07-09 22:00,22.8,.6,2.6,96,,,10
106,동해,2024-07-09 23:00,22.8,.3,1,96,,,10
106,동해,2024-07-10 00:00,22.8,.3,.8,97,,,10
106,동해,2024-07-10 01:00,22.6,1.9,.7,97,,,10
106,동해,2024-07-10 02:00,22.4,3.5,.6,96,,,10
106,동해,2024-07-10 03:00,22.3,3.5,1.6,97,,,10
106,동해,2024-07-10 04:00,22,4.2,1.9,97,,,10
106,동해,2024-07-10 05:00,21.7,5.7,1.5,98,,,10
106,동해,2024-07-10 06:00,21.7,3.2,3.9,96,0,.01,10
106,동해,2024-07-10 07:00,21.7,.4,3.9,97,0,.04,10
106,동해,2024-07-10 08:00,21.6,.3,3.5,97,0,.11,10
106,동해,2024-07-10 09:00,23,0,1.3,94,0,.51,10
106,동해,2024-07-10 10:00,26.2,,1.9,84,.7,2.1,6
106,동해,2024-07-10 11:00,26.4,,5.8,82,.7,2.64,6
106,동해,2024-07-10 12:00,26,,7.6,80,1,3.47,6
106,동해,2024-07-10 13:00,28.2,,4.5,71,.9,3.34,6
106,동해,2024-07-10 14:00,27.3,,4.9,75,1,3.29,7
106,동해,2024-07-10 15:00,27.9,,5,74,1,3.13,6
106,동해,2024-07-10 16:00,25.7,,3.1,79,.4,1.57,6
106,동해,2024-07-10 17:00,23.9,,3.1,84,0,.49,6
106,동해,2024-07-10 18:00,23.6,,2.4,84,0,.22,10
106,동해,2024-07-10 19:00,23.4,,2.2,84,0,.13,10
106,동해,2024-07-10 20:00,23.4,,2.9,83,0,.04,10
106,동해,2024-07-10 21:00,22.5,,1.7,88,,,7
106,동해,2024-07-10 22:00,22.3,,1.9,90,,,8
106,동해,2024-07-10 23:00,22.1,,.6,92,,,10
106,동해,2024-07-11 00:00,22.1,,1.9,92,,,6
106,동해,2024-07-11 01:00,22.1,,1.5,91,,,0
106,동해,2024-07-11 02:00,22.1,,1.3,90,,,8
106,동해,2024-07-11 03:00,21.9,,.6,91,,,0
106,동해,2024-07-11 04:00,21.1,,.9,93,,,0
106,동해,2024-07-11 05:00,20.9,,1.6,94,,,0
106,동해,2024-07-11 06:00,20.9,,1.3,94,0,.06,0
106,동해,2024-07-11 07:00,22.2,,1.8,87,.9,.55,0
106,동해,2024-07-11 08:00,24.5,,1.2,80,1,1.19,0
106,동해,2024-07-11 09:00,24.6,,2.3,80,1,1.9,0
106,동해,2024-07-11 10:00,25,,2.3,81,1,2.54,0
106,동해,2024-07-11 11:00,25.4,,2.1,77,1,3.02,0
106,동해,2024-07-11 12:00,25.6,,2,81,1,3.35,0
106,동해,2024-07-11 13:00,25.9,,2.5,74,1,3.39,6
106,동해,2024-07-11 14:00,26.2,,2.2,76,1,2.57,7
106,동해,2024-07-11 15:00,26.6,,1.6,72,1,2.84,7
106,동해,2024-07-11 16:00,27.4,,1.2,66,1,2.15,7
106,동해,2024-07-11 17:00,26.3,,1.6,74,1,1.6,0
106,동해,2024-07-11 18:00,24.8,,.9,80,.9,.98,6
106,동해,2024-07-11 19:00,23.7,,1.1,85,0,.26,7
106,동해,2024-07-11 20:00,23.2,,1.5,89,0,.06,7
106,동해,2024-07-11 21:00,22.6,,.8,91,,,7
106,동해,2024-07-11 22:00,22.4,,.6,93,,,7
106,동해,2024-07-11 23:00,22.1,,.3,94,,,0
106,동해,2024-07-12 00:00,21.9,,1.3,95,,,0
106,동해,2024-07-12 01:00,21.7,,.8,94,,,0
106,동해,2024-07-12 02:00,21.5,,.5,96,,,0
106,동해,2024-07-12 03:00,21.4,,1.1,96,,,0
106,동해,2024-07-12 04:00,21.5,,.4,95,,,0
106,동해,2024-07-12 05:00,21.2,,.9,95,,,0
106,동해,2024-07-12 06:00,21.8,,1.3,94,0,.06,4
106,동해,2024-07-12 07:00,23.5,,1.5,90,0,.36,4
106,동해,2024-07-12 08:00,24.7,,1,85,.9,.9,3
106,동해,2024-07-12 09:00,26.4,,2.1,76,1,1.57,1
106,동해,2024-07-12 10:00,26.7,,2.5,78,1,2.04,3
106,동해,2024-07-12 11:00,27,,4.1,76,1,2.54,1
106,동해,2024-07-12 12:00,26.9,,3.3,82,1,2.88,1
106,동해,2024-07-12 13:00,26.6,,3.4,82,1,3.02,1
106,동해,2024-07-12 14:00,26.2,,3.2,81,1,2.81,0
106,동해,2024-07-12 15:00,26.1,,3,84,1,2.55,0
106,동해,2024-07-12 16:00,25.7,,2.4,83,1,2.1,0
106,동해,2024-07-12 17:00,25.8,,1.4,82,.9,1.49,8
106,동해,2024-07-12 18:00,25.4,,.8,80,.3,.76,3
106,동해,2024-07-12 19:00,24.3,,.5,87,0,.15,4
106,동해,2024-07-12 20:00,23.7,,1,91,0,.04,6
106,동해,2024-07-12 21:00,23.2,,.8,93,,,0
106,동해,2024-07-12 22:00,23.1,,.5,92,,,0
106,동해,2024-07-12 23:00,22.6,,1.2,91,,,0
106,동해,2024-07-13 00:00,22.2,,.8,93,,,0
106,동해,2024-07-13 01:00,22,,.3,94,,,0
106,동해,2024-07-13 02:00,21.8,,.7,94,,,0
106,동해,2024-07-13 03:00,21.5,,.7,97,,,0
106,동해,2024-07-13 04:00,21.5,,.5,97,,,0
106,동해,2024-07-13 05:00,21.5,,.9,97,,,0
106,동해,2024-07-13 06:00,21.5,,1,97,0,.02,0
106,동해,2024-07-13 07:00,22,,.7,97,0,.15,0
106,동해,2024-07-13 08:00,22.3,,1.1,95,0,.42,0
106,동해,2024-07-13 09:00,22.3,,.8,93,0,.51,4
106,동해,2024-07-13 10:00,22.7,,.9,91,0,.77,4
106,동해,2024-07-13 11:00,23.9,,1.7,89,0,1.15,7
106,동해,2024-07-13 12:00,24.1,,1.7,84,0,1.54,4
106,동해,2024-07-13 13:00,25.2,,1.6,81,.5,2.56,3
106,동해,2024-07-13 14:00,24.3,,2.8,84,.8,2.71,4
106,동해,2024-07-13 15:00,24,,2.4,85,.9,2.48,3
106,동해,2024-07-13 16:00,24,,1.9,83,.4,1.82,3
106,동해,2024-07-13 17:00,23.4,,1.7,86,.5,1.35,1
106,동해,2024-07-13 18:00,23,,1.4,90,0,.62,0
106,동해,2024-07-13 19:00,22.4,,2.2,92,0,.22,0
106,동해,2024-07-13 20:00,22.6,,1.8,92,0,.03,0
106,동해,2024-07-13 21:00,22.6,,1,94,,,6
106,동해,2024-07-13 22:00,22.7,,.6,92,,,3
106,동해,2024-07-13 23:00,22,,1.3,94,,,2
106,동해,2024-07-14 00:00,21.7,,1,94,,,3
106,동해,2024-07-14 01:00,21.1,,1.4,94,,,6
106,동해,2024-07-14 02:00,21.1,,.4,94,,,7
106,동해,2024-07-14 03:00,20.7,,1.1,94,,,7
106,동해,2024-07-14 04:00,20.7,,.8,93,,,7
106,동해,2024-07-14 05:00,21.1,,1.3,93,,,8
106,동해,2024-07-14 06:00,21.6,,.5,92,0,.01,10
106,동해,2024-07-14 07:00,21.8,,.7,92,0,.03,9
106,동해,2024-07-14 08:00,21.9,.3,.7,95,0,.08,8
106,동해,2024-07-14 09:00,21.9,.2,1,94,0,.16,8
106,동해,2024-07-14 10:00,22.3,.2,1.5,94,0,.27,9
106,동해,2024-07-14 11:00,22.3,.2,.9,94,0,.25,10
106,동해,2024-07-14 12:00,22.8,.7,2,95,0,.35,10
106,동해,2024-07-14 13:00,23,.1,1.5,93,0,.4,9
106,동해,2024-07-14 14:00,23.4,,.7,90,0,.46,8
106,동해,2024-07-14 15:00,23.9,,1.4,89,0,.51,8
106,동해,2024-07-14 16:00,25.2,,2,85,0,1.06,9
106,동해,2024-07-14 17:00,23.7,,2.7,89,0,.6,10
106,동해,2024-07-14 18:00,23.4,,3.6,90,0,.43,9
106,동해,2024-07-14 19:00,22.9,,2.1,92,0,.17,10
106,동해,2024-07-14 20:00,22.6,,2.3,92,0,.01,10
106,동해,2024-07-14 21:00,22.2,,1.8,95,,,8
106,동해,2024-07-14 22:00,22.1,,1,95,,,7
106,동해,2024-07-14 23:00,22.1,,.8,95,,,8
106,동해,2024-07-15 00:00,22.1,0,.6,94,,,8
106,동해,2024-07-15 01:00,22.1,,1.5,94,,,5
106,동해,2024-07-15 02:00,22.2,,1.4,92,,,8
106,동해,2024-07-15 03:00,22.1,,1.3,92,,,9
106,동해,2024-07-15 04:00,22.1,,.6,94,,,3
106,동해,2024-07-15 05:00,22.2,,1.9,91,,,9
106,동해,2024-07-15 06:00,22.3,,1,90,0,.01,9
106,동해,2024-07-15 07:00,22.5,,1.1,91,0,.1,10
106,동해,2024-07-15 08:00,23.1,,1.7,89,0,.26,9
106,동해,2024-07-15 09:00,23.3,,1.7,87,0,.33,9
106,동해,2024-07-15 10:00,23.7,,2.2,86,0,.61,9
106,동해,2024-07-15 11:00,23.9,.3,1.9,89,0,.71,10
106,동해,2024-07-15 12:00,23.6,1.1,1.4,93,0,.58,9
106,동해,2024-07-15 13:00,22.9,1.2,1.9,95,0,.64,10
106,동해,2024-07-15 14:00,24.3,0,3.7,89,0,1.27,10
106,동해,2024-07-15 15:00,24.1,,2.9,89,0,.98,10
106,동해,2024-07-15 16:00,24.9,,3.3,88,0,1.1,9
106,동해,2024-07-15 17:00,24.4,,3.4,88,0,.97,6
106,동해,2024-07-15 18:00,23.7,,2.4,90,0,.39,6
106,동해,2024-07-15 19:00,23,,1.9,93,0,.16,2
106,동해,2024-07-15 20:00,22.7,,1.1,94,0,.03,0
106,동해,2024-07-15 21:00,22.6,,1.3,95,,,2
106,동해,2024-07-15 22:00,22.7,,1.1,95,,,0
106,동해,2024-07-15 23:00,22.8,,.9,95,,,3
106,동해,2024-07-16 00:00,22.9,,.4,95,,,3
106,동해,2024-07-16 01:00,22.8,,.2,94,,,2
106,동해,2024-07-16 02:00,22.7,,.5,96,,,2
106,동해,2024-07-16 03:00,22.6,,1.1,96,,,3
106,동해,2024-07-16 04:00,22.4,,.6,97,,,2
106,동해,2024-07-16 05:00,22.6,,.8,97,,,8
106,동해,2024-07-16 06:00,22.7,,.6,96,0,.02,8
106,동해,2024-07-16 07:00,23,,.6,95,0,.09,9
106,동해,2024-07-16 08:00,23.6,.1,.8,93,0,.35,9
106,동해,2024-07-16 09:00,25.1,,1.2,87,.2,1.12,6
106,동해,2024-07-16 10:00,25.5,,1.3,84,.1,1.51,8
106,동해,2024-07-16 11:00,26,,1.7,84,.3,2.02,8
106,동해,2024-07-16 12:00,25.5,,1.8,88,.3,2.27,8
106,동해,2024-07-16 13:00,26.2,,1.5,83,.6,2.92,8
106,동해,2024-07-16 14:00,26.2,,1.7,81,.1,2.02,6
106,동해,2024-07-16 15:00,25.8,,2.1,84,.3,1.93,7
106,동해,2024-07-16 16:00,26.8,,1,83,.4,1.52,8
106,동해,2024-07-16 17:00,25.7,,1,84,0,.64,9
106,동해,2024-07-16 18:00,25,,.8,87,0,.41,8
106,동해,2024-07-16 19:00,24.5,,1.5,90,0,.17,10
106,동해,2024-07-16 20:00,24.2,,1.3,92,0,.01,10
106,동해,2024-07-16 21:00,24,0,1.8,93,,,10
106,동해,2024-07-16 22:00,23.9,.1,1.2,95,,,10
106,동해,2024-07-16 23:00,23.8,1,1.2,96,,,10
106,동해,2024-07-17 00:00,23.9,2.2,1,97,,,10
106,동해,2024-07-17 01:00,23.8,2.8,1.4,97,,,10
106,동해,2024-07-17 02:00,23.8,1,1.1,97,,,10
106,동해,2024-07-17 03:00,23.7,.9,.3,97,,,10
106,동해,2024-07-17 04:00,23.7,1.9,1.3,97,,,10
106,동해,2024-07-17 05:00,23.6,.8,1.8,97,,,10
106,동해,2024-07-17 06:00,23.5,.8,1.4,97,0,.01,10
106,동해,2024-07-17 07:00,23.4,.2,1.9,97,0,.08,10
106,동해,2024-07-17 08:00,23.5,0,1.1,96,0,.18,10
106,동해,2024-07-17 09:00,24,0,1.2,96,0,.28,10
106,동해,2024-07-17 10:00,24.1,.2,1.3,96,0,.2,10
106,동해,2024-07-17 11:00,24.1,.4,1.5,97,0,.25,10
106,동해,2024-07-17 12:00,25.2,0,1.9,93,0,.48,10
106,동해,2024-07-17 13:00,26.1,0,3.5,80,0,.34,10
